,value,split,value_feature
1866,52,0,46 36 26 45 50 44 54 37 57 52
1867,65,0,36 26 45 50 44 54 37 57 52 52
1868,56,0,26 45 50 44 54 37 57 52 52 65
1869,58,0,45 50 44 54 37 57 52 52 65 56
1870,42,0,50 44 54 37 57 52 52 65 56 58
1871,37,0,44 54 37 57 52 52 65 56 58 42
1872,52,0,54 37 57 52 52 65 56 58 42 37
1873,100,0,37 57 52 52 65 56 58 42 37 52
1874,73,0,57 52 52 65 56 58 42 37 52 100
1875,69,0,52 52 65 56 58 42 37 52 100 73
1876,53,0,52 65 56 58 42 37 52 100 73 69
1877,37,0,65 56 58 42 37 52 100 73 69 53
1878,58,0,56 58 42 37 52 100 73 69 53 37
1879,38,0,58 42 37 52 100 73 69 53 37 58
1880,31,0,42 37 52 100 73 69 53 37 58 38
1881,55,0,37 52 100 73 69 53 37 58 38 31
1882,40,0,52 100 73 69 53 37 58 38 31 55
1883,63,0,100 73 69 53 37 58 38 31 55 40
1884,33,0,73 69 53 37 58 38 31 55 40 63
1885,32,0,69 53 37 58 38 31 55 40 63 33
1886,43,0,53 37 58 38 31 55 40 63 33 32
1887,34,0,37 58 38 31 55 40 63 33 32 43
1888,38,0,58 38 31 55 40 63 33 32 43 34
1889,32,0,38 31 55 40 63 33 32 43 34 38
1890,53,0,31 55 40 63 33 32 43 34 38 32
1891,39,0,55 40 63 33 32 43 34 38 32 53
1892,34,0,40 63 33 32 43 34 38 32 53 39
1893,42,0,63 33 32 43 34 38 32 53 39 34
1894,54,0,33 32 43 34 38 32 53 39 34 42
1895,36,0,32 43 34 38 32 53 39 34 42 54
1896,36,0,43 34 38 32 53 39 34 42 54 36
1897,40,0,34 38 32 53 39 34 42 54 36 36
1898,65,0,38 32 53 39 34 42 54 36 36 40
1899,64,0,32 53 39 34 42 54 36 36 40 65
1900,43,0,53 39 34 42 54 36 36 40 65 64
1901,46,0,39 34 42 54 36 36 40 65 64 43
1902,71,0,34 42 54 36 36 40 65 64 43 46
1903,71,0,42 54 36 36 40 65 64 43 46 71
1904,41,0,54 36 36 40 65 64 43 46 71 71
1905,65,0,36 36 40 65 64 43 46 71 71 41
1906,44,0,36 40 65 64 43 46 71 71 41 65
1907,45,0,40 65 64 43 46 71 71 41 65 44
1908,40,0,65 64 43 46 71 71 41 65 44 45
1909,38,0,64 43 46 71 71 41 65 44 45 40
1910,33,0,43 46 71 71 41 65 44 45 40 38
1911,51,0,46 71 71 41 65 44 45 40 38 33
1912,84,0,71 71 41 65 44 45 40 38 33 51
1913,52,0,71 41 65 44 45 40 38 33 51 84
1914,85,0,41 65 44 45 40 38 33 51 84 52
1915,69,0,65 44 45 40 38 33 51 84 52 85
1916,57,0,44 45 40 38 33 51 84 52 85 69
1917,63,0,45 40 38 33 51 84 52 85 69 57
1918,63,0,40 38 33 51 84 52 85 69 57 63
1919,60,0,38 33 51 84 52 85 69 57 63 63
1920,53,0,33 51 84 52 85 69 57 63 63 60
1921,40,0,51 84 52 85 69 57 63 63 60 53
1922,54,0,84 52 85 69 57 63 63 60 53 40
1923,68,0,52 85 69 57 63 63 60 53 40 54
1924,53,0,85 69 57 63 63 60 53 40 54 68
1925,59,0,69 57 63 63 60 53 40 54 68 53
1926,58,0,57 63 63 60 53 40 54 68 53 59
1927,47,0,63 63 60 53 40 54 68 53 59 58
1928,64,0,63 60 53 40 54 68 53 59 58 47
1929,59,0,60 53 40 54 68 53 59 58 47 64
1930,87,0,53 40 54 68 53 59 58 47 64 59
1931,58,0,40 54 68 53 59 58 47 64 59 87
1932,87,0,54 68 53 59 58 47 64 59 87 58
1933,68,0,68 53 59 58 47 64 59 87 58 87
1934,80,0,53 59 58 47 64 59 87 58 87 68
1935,88,0,59 58 47 64 59 87 58 87 68 80
1936,82,0,58 47 64 59 87 58 87 68 80 88
1937,82,0,47 64 59 87 58 87 68 80 88 82
1938,85,0,64 59 87 58 87 68 80 88 82 82
1939,98,0,59 87 58 87 68 80 88 82 82 85
1940,77,0,87 58 87 68 80 88 82 82 85 98
1941,56,0,58 87 68 80 88 82 82 85 98 77
1942,73,0,87 68 80 88 82 82 85 98 77 56
1943,81,0,68 80 88 82 82 85 98 77 56 73
1944,78,0,80 88 82 82 85 98 77 56 73 81
1945,76,0,88 82 82 85 98 77 56 73 81 78
1946,61,0,82 82 85 98 77 56 73 81 78 76
1947,74,0,82 85 98 77 56 73 81 78 76 61
1948,67,0,85 98 77 56 73 81 78 76 61 74
1949,57,0,98 77 56 73 81 78 76 61 74 67
1950,60,0,77 56 73 81 78 76 61 74 67 57
1951,66,0,56 73 81 78 76 61 74 67 57 60
1952,59,0,73 81 78 76 61 74 67 57 60 66
1953,62,0,81 78 76 61 74 67 57 60 66 59
1954,58,0,78 76 61 74 67 57 60 66 59 62
1955,67,0,76 61 74 67 57 60 66 59 62 58
1956,119,0,61 74 67 57 60 66 59 62 58 67
1957,89,0,74 67 57 60 66 59 62 58 67 119
1958,62,0,67 57 60 66 59 62 58 67 119 89
1959,84,0,57 60 66 59 62 58 67 119 89 62
1960,82,0,60 66 59 62 58 67 119 89 62 84
1961,94,0,66 59 62 58 67 119 89 62 84 82
1962,66,0,59 62 58 67 119 89 62 84 82 94
1963,76,0,62 58 67 119 89 62 84 82 94 66
1964,79,0,58 67 119 89 62 84 82 94 66 76
1965,77,0,67 119 89 62 84 82 94 66 76 79
1966,64,0,119 89 62 84 82 94 66 76 79 77
1967,76,0,89 62 84 82 94 66 76 79 77 64
1968,75,0,62 84 82 94 66 76 79 77 64 76
1969,76,0,84 82 94 66 76 79 77 64 76 75
1970,78,0,82 94 66 76 79 77 64 76 75 76
1971,109,0,94 66 76 79 77 64 76 75 76 78
1972,103,0,66 76 79 77 64 76 75 76 78 109
1973,127,0,76 79 77 64 76 75 76 78 109 103
1974,143,0,79 77 64 76 75 76 78 109 103 127
1975,146,0,77 64 76 75 76 78 109 103 127 143
1976,271,0,64 76 75 76 78 109 103 127 143 146
1977,145,0,76 75 76 78 109 103 127 143 146 271
1978,93,0,75 76 78 109 103 127 143 146 271 145
1979,84,0,76 78 109 103 127 143 146 271 145 93
1980,97,0,78 109 103 127 143 146 271 145 93 84
1981,101,0,109 103 127 143 146 271 145 93 84 97
1982,102,0,103 127 143 146 271 145 93 84 97 101
1983,116,0,127 143 146 271 145 93 84 97 101 102
1984,89,0,143 146 271 145 93 84 97 101 102 116
1985,96,0,146 271 145 93 84 97 101 102 116 89
1986,105,0,271 145 93 84 97 101 102 116 89 96
1987,96,0,145 93 84 97 101 102 116 89 96 105
1988,78,0,93 84 97 101 102 116 89 96 105 96
1989,78,0,84 97 101 102 116 89 96 105 96 78
1990,73,0,97 101 102 116 89 96 105 96 78 78
1991,85,0,101 102 116 89 96 105 96 78 78 73
1992,97,0,102 116 89 96 105 96 78 78 73 85
1993,716,0,116 89 96 105 96 78 78 73 85 97
1994,138,0,89 96 105 96 78 78 73 85 97 716
1995,132,0,96 105 96 78 78 73 85 97 716 138
1996,113,0,105 96 78 78 73 85 97 716 138 132
1997,99,0,96 78 78 73 85 97 716 138 132 113
1998,82,0,78 78 73 85 97 716 138 132 113 99
1999,100,0,78 73 85 97 716 138 132 113 99 82
2000,90,0,73 85 97 716 138 132 113 99 82 100
2001,90,0,85 97 716 138 132 113 99 82 100 90
2002,119,0,97 716 138 132 113 99 82 100 90 90
2003,101,0,716 138 132 113 99 82 100 90 90 119
2004,66,0,138 132 113 99 82 100 90 90 119 101
2005,75,0,132 113 99 82 100 90 90 119 101 66
2006,108,0,113 99 82 100 90 90 119 101 66 75
2007,88,0,99 82 100 90 90 119 101 66 75 108
2008,939,0,82 100 90 90 119 101 66 75 108 88
2009,507,0,100 90 90 119 101 66 75 108 88 939
2010,65,0,90 90 119 101 66 75 108 88 939 507
2011,78,0,90 119 101 66 75 108 88 939 507 65
2012,64,0,119 101 66 75 108 88 939 507 65 78
2013,67,0,101 66 75 108 88 939 507 65 78 64
2014,71,0,66 75 108 88 939 507 65 78 64 67
2015,41,0,75 108 88 939 507 65 78 64 67 71
2016,61,0,108 88 939 507 65 78 64 67 71 41
2017,66,0,88 939 507 65 78 64 67 71 41 61
2018,72,0,939 507 65 78 64 67 71 41 61 66
2019,106,0,507 65 78 64 67 71 41 61 66 72
2020,63,0,65 78 64 67 71 41 61 66 72 106
2021,69,0,78 64 67 71 41 61 66 72 106 63
2022,85,0,64 67 71 41 61 66 72 106 63 69
2023,61,0,67 71 41 61 66 72 106 63 69 85
2024,78,0,71 41 61 66 72 106 63 69 85 61
2025,48,0,41 61 66 72 106 63 69 85 61 78
2026,52,0,61 66 72 106 63 69 85 61 78 48
2027,49,0,66 72 106 63 69 85 61 78 48 52
2028,59,0,72 106 63 69 85 61 78 48 52 49
2029,64,0,106 63 69 85 61 78 48 52 49 59
2030,66,0,63 69 85 61 78 48 52 49 59 64
2031,78,0,69 85 61 78 48 52 49 59 64 66
2032,75,0,85 61 78 48 52 49 59 64 66 78
2033,59,0,61 78 48 52 49 59 64 66 78 75
2034,55,0,78 48 52 49 59 64 66 78 75 59
2035,62,0,48 52 49 59 64 66 78 75 59 55
2036,46,0,52 49 59 64 66 78 75 59 55 62
2037,48,0,49 59 64 66 78 75 59 55 62 46
2038,40,0,59 64 66 78 75 59 55 62 46 48
2039,56,0,64 66 78 75 59 55 62 46 48 40
2040,50,0,66 78 75 59 55 62 46 48 40 56
2041,40,0,78 75 59 55 62 46 48 40 56 50
2042,65,0,75 59 55 62 46 48 40 56 50 40
2043,51,0,59 55 62 46 48 40 56 50 40 65
2044,72,0,55 62 46 48 40 56 50 40 65 51
2045,60,0,62 46 48 40 56 50 40 65 51 72
2046,50,0,46 48 40 56 50 40 65 51 72 60
2047,72,0,48 40 56 50 40 65 51 72 60 50
2048,59,0,40 56 50 40 65 51 72 60 50 72
2049,42,0,56 50 40 65 51 72 60 50 72 59
2050,69,0,50 40 65 51 72 60 50 72 59 42
2051,86,0,40 65 51 72 60 50 72 59 42 69
2052,67,0,65 51 72 60 50 72 59 42 69 86
2053,52,0,51 72 60 50 72 59 42 69 86 67
2054,93,0,72 60 50 72 59 42 69 86 67 52
2055,53,0,60 50 72 59 42 69 86 67 52 93
2056,52,0,50 72 59 42 69 86 67 52 93 53
2057,85,0,72 59 42 69 86 67 52 93 53 52
2058,60,0,59 42 69 86 67 52 93 53 52 85
2059,55,0,42 69 86 67 52 93 53 52 85 60
2060,55,0,69 86 67 52 93 53 52 85 60 55
2061,58,0,86 67 52 93 53 52 85 60 55 55
2062,34,0,67 52 93 53 52 85 60 55 55 58
2063,60,0,52 93 53 52 85 60 55 55 58 34
2064,75,0,93 53 52 85 60 55 55 58 34 60
2065,53,0,53 52 85 60 55 55 58 34 60 75
2066,82,0,52 85 60 55 55 58 34 60 75 53
2067,82,0,85 60 55 55 58 34 60 75 53 82
2068,108,0,60 55 55 58 34 60 75 53 82 82
2069,93,0,55 55 58 34 60 75 53 82 82 108
2070,99,0,55 58 34 60 75 53 82 82 108 93
2071,87,0,58 34 60 75 53 82 82 108 93 99
2072,130,0,34 60 75 53 82 82 108 93 99 87
2073,90,0,60 75 53 82 82 108 93 99 87 130
2074,74,0,75 53 82 82 108 93 99 87 130 90
2075,77,0,53 82 82 108 93 99 87 130 90 74
2076,73,0,82 82 108 93 99 87 130 90 74 77
2077,71,0,82 108 93 99 87 130 90 74 77 73
2078,61,0,108 93 99 87 130 90 74 77 73 71
2079,62,0,93 99 87 130 90 74 77 73 71 61
2080,53,0,99 87 130 90 74 77 73 71 61 62
2081,72,0,87 130 90 74 77 73 71 61 62 53
2082,65,0,130 90 74 77 73 71 61 62 53 72
2083,88,0,90 74 77 73 71 61 62 53 72 65
2084,64,0,74 77 73 71 61 62 53 72 65 88
2085,61,0,77 73 71 61 62 53 72 65 88 64
2086,60,0,73 71 61 62 53 72 65 88 64 61
2087,49,0,71 61 62 53 72 65 88 64 61 60
2088,48,0,61 62 53 72 65 88 64 61 60 49
2089,52,0,62 53 72 65 88 64 61 60 49 48
2090,56,0,53 72 65 88 64 61 60 49 48 52
2091,58,0,72 65 88 64 61 60 49 48 52 56
2092,49,0,65 88 64 61 60 49 48 52 56 58
2093,40,0,88 64 61 60 49 48 52 56 58 49
2094,56,0,64 61 60 49 48 52 56 58 49 40
2095,47,0,61 60 49 48 52 56 58 49 40 56
2096,61,0,60 49 48 52 56 58 49 40 56 47
2097,55,0,49 48 52 56 58 49 40 56 47 61
2098,52,0,48 52 56 58 49 40 56 47 61 55
2099,43,0,52 56 58 49 40 56 47 61 55 52
2100,47,0,56 58 49 40 56 47 61 55 52 43
2101,56,0,58 49 40 56 47 61 55 52 43 47
2102,39,0,49 40 56 47 61 55 52 43 47 56
2103,51,0,40 56 47 61 55 52 43 47 56 39
2104,32,0,56 47 61 55 52 43 47 56 39 51
2105,31,0,47 61 55 52 43 47 56 39 51 32
2106,27,0,61 55 52 43 47 56 39 51 32 31
2107,43,0,55 52 43 47 56 39 51 32 31 27
2108,29,0,52 43 47 56 39 51 32 31 27 43
2109,56,0,43 47 56 39 51 32 31 27 43 29
2110,64,0,47 56 39 51 32 31 27 43 29 56
2111,89,0,56 39 51 32 31 27 43 29 56 64
2112,80,0,39 51 32 31 27 43 29 56 64 89
2113,80,0,51 32 31 27 43 29 56 64 89 80
2114,61,0,32 31 27 43 29 56 64 89 80 80
2115,36,0,31 27 43 29 56 64 89 80 80 61
2116,26,0,27 43 29 56 64 89 80 80 61 36
2117,52,0,43 29 56 64 89 80 80 61 36 26
2118,45,0,29 56 64 89 80 80 61 36 26 52
2119,55,0,56 64 89 80 80 61 36 26 52 45
2120,37,0,64 89 80 80 61 36 26 52 45 55
2121,28,0,89 80 80 61 36 26 52 45 55 37
2122,50,0,80 80 61 36 26 52 45 55 37 28
2123,36,0,80 61 36 26 52 45 55 37 28 50
2124,24,0,61 36 26 52 45 55 37 28 50 36
2125,37,0,36 26 52 45 55 37 28 50 36 24
2126,23,0,26 52 45 55 37 28 50 36 24 37
2127,32,0,52 45 55 37 28 50 36 24 37 23
2128,33,0,45 55 37 28 50 36 24 37 23 32
2129,43,0,55 37 28 50 36 24 37 23 32 33
2130,36,0,37 28 50 36 24 37 23 32 33 43
2131,35,0,28 50 36 24 37 23 32 33 43 36
2132,27,0,50 36 24 37 23 32 33 43 36 35
2133,35,0,36 24 37 23 32 33 43 36 35 27
2134,22,0,24 37 23 32 33 43 36 35 27 35
2135,27,0,37 23 32 33 43 36 35 27 35 22
2136,34,0,23 32 33 43 36 35 27 35 22 27
2137,23,0,32 33 43 36 35 27 35 22 27 34
2138,25,0,33 43 36 35 27 35 22 27 34 23
2139,30,0,43 36 35 27 35 22 27 34 23 25
2140,34,0,36 35 27 35 22 27 34 23 25 30
2141,25,0,35 27 35 22 27 34 23 25 30 34
2142,38,0,27 35 22 27 34 23 25 30 34 25
2143,16,0,35 22 27 34 23 25 30 34 25 38
2144,21,0,22 27 34 23 25 30 34 25 38 16
2145,44,0,27 34 23 25 30 34 25 38 16 21
2146,27,0,34 23 25 30 34 25 38 16 21 44
2147,37,0,23 25 30 34 25 38 16 21 44 27
2148,31,0,25 30 34 25 38 16 21 44 27 37
2149,56,0,30 34 25 38 16 21 44 27 37 31
2150,32,0,34 25 38 16 21 44 27 37 31 56
2151,24,0,25 38 16 21 44 27 37 31 56 32
2152,27,0,38 16 21 44 27 37 31 56 32 24
2153,46,0,16 21 44 27 37 31 56 32 24 27
2154,23,0,21 44 27 37 31 56 32 24 27 46
2155,28,0,44 27 37 31 56 32 24 27 46 23
2156,14,0,27 37 31 56 32 24 27 46 23 28
2157,37,0,37 31 56 32 24 27 46 23 28 14
2158,23,0,31 56 32 24 27 46 23 28 14 37
2159,21,0,56 32 24 27 46 23 28 14 37 23
2160,40,0,32 24 27 46 23 28 14 37 23 21
2161,27,0,24 27 46 23 28 14 37 23 21 40
2162,38,0,27 46 23 28 14 37 23 21 40 27
2163,44,0,46 23 28 14 37 23 21 40 27 38
2164,28,0,23 28 14 37 23 21 40 27 38 44
2165,13,0,28 14 37 23 21 40 27 38 44 28
2166,37,0,14 37 23 21 40 27 38 44 28 13
2167,36,0,37 23 21 40 27 38 44 28 13 37
2168,17,0,23 21 40 27 38 44 28 13 37 36
2169,33,0,21 40 27 38 44 28 13 37 36 17
2170,32,0,40 27 38 44 28 13 37 36 17 33
2171,36,0,27 38 44 28 13 37 36 17 33 32
2172,37,0,38 44 28 13 37 36 17 33 32 36
2173,45,0,44 28 13 37 36 17 33 32 36 37
2174,38,0,28 13 37 36 17 33 32 36 37 45
2175,54,0,13 37 36 17 33 32 36 37 45 38
2176,26,0,37 36 17 33 32 36 37 45 38 54
2177,78,0,36 17 33 32 36 37 45 38 54 26
2178,46,0,17 33 32 36 37 45 38 54 26 78
2179,34,0,33 32 36 37 45 38 54 26 78 46
2180,30,0,32 36 37 45 38 54 26 78 46 34
2181,34,0,36 37 45 38 54 26 78 46 34 30
2182,37,0,37 45 38 54 26 78 46 34 30 34
2183,37,0,45 38 54 26 78 46 34 30 34 37
2184,49,0,38 54 26 78 46 34 30 34 37 37
2185,36,0,54 26 78 46 34 30 34 37 37 49
2186,49,0,26 78 46 34 30 34 37 37 49 36
2187,71,0,78 46 34 30 34 37 37 49 36 49
2188,48,0,46 34 30 34 37 37 49 36 49 71
2189,41,0,34 30 34 37 37 49 36 49 71 48
2190,61,0,30 34 37 37 49 36 49 71 48 41
2191,40,0,34 37 37 49 36 49 71 48 41 61
2192,41,0,37 37 49 36 49 71 48 41 61 40
2193,47,0,37 49 36 49 71 48 41 61 40 41
2194,83,0,49 36 49 71 48 41 61 40 41 47
2195,53,0,36 49 71 48 41 61 40 41 47 83
2196,52,0,49 71 48 41 61 40 41 47 83 53
2197,50,0,71 48 41 61 40 41 47 83 53 52
2198,65,0,48 41 61 40 41 47 83 53 52 50
2199,63,0,41 61 40 41 47 83 53 52 50 65
2200,73,0,61 40 41 47 83 53 52 50 65 63
2201,67,0,40 41 47 83 53 52 50 65 63 73
2202,72,0,41 47 83 53 52 50 65 63 73 67
2203,38,0,47 83 53 52 50 65 63 73 67 72
2204,62,0,83 53 52 50 65 63 73 67 72 38
2205,61,0,53 52 50 65 63 73 67 72 38 62
2206,54,0,52 50 65 63 73 67 72 38 62 61
2207,80,0,50 65 63 73 67 72 38 62 61 54
2208,69,0,65 63 73 67 72 38 62 61 54 80
2209,84,0,63 73 67 72 38 62 61 54 80 69
2210,71,0,73 67 72 38 62 61 54 80 69 84
2211,89,0,67 72 38 62 61 54 80 69 84 71
2212,67,0,72 38 62 61 54 80 69 84 71 89
2213,57,0,38 62 61 54 80 69 84 71 89 67
2214,50,0,62 61 54 80 69 84 71 89 67 57
2215,71,0,61 54 80 69 84 71 89 67 57 50
2216,68,0,54 80 69 84 71 89 67 57 50 71
2217,47,0,80 69 84 71 89 67 57 50 71 68
2218,63,0,69 84 71 89 67 57 50 71 68 47
2219,62,0,84 71 89 67 57 50 71 68 47 63
2220,57,0,71 89 67 57 50 71 68 47 63 62
2221,66,0,89 67 57 50 71 68 47 63 62 57
2222,45,0,67 57 50 71 68 47 63 62 57 66
2223,68,0,57 50 71 68 47 63 62 57 66 45
2224,83,0,50 71 68 47 63 62 57 66 45 68
2225,80,0,71 68 47 63 62 57 66 45 68 83
2226,68,0,68 47 63 62 57 66 45 68 83 80
2227,55,0,47 63 62 57 66 45 68 83 80 68
2228,48,0,63 62 57 66 45 68 83 80 68 55
2229,54,0,62 57 66 45 68 83 80 68 55 48
2230,97,0,57 66 45 68 83 80 68 55 48 54
2231,98,0,66 45 68 83 80 68 55 48 54 97
2232,55,0,45 68 83 80 68 55 48 54 97 98
2233,62,0,68 83 80 68 55 48 54 97 98 55
2234,77,0,83 80 68 55 48 54 97 98 55 62
2235,100,0,80 68 55 48 54 97 98 55 62 77
2236,78,0,68 55 48 54 97 98 55 62 77 100
2237,109,0,55 48 54 97 98 55 62 77 100 78
2238,84,0,48 54 97 98 55 62 77 100 78 109
2239,87,0,54 97 98 55 62 77 100 78 109 84
2240,54,0,97 98 55 62 77 100 78 109 84 87
2241,68,0,98 55 62 77 100 78 109 84 87 54
2242,60,0,55 62 77 100 78 109 84 87 54 68
2243,84,0,62 77 100 78 109 84 87 54 68 60
2244,57,0,77 100 78 109 84 87 54 68 60 84
2245,79,0,100 78 109 84 87 54 68 60 84 57
2246,96,0,78 109 84 87 54 68 60 84 57 79
2247,100,0,109 84 87 54 68 60 84 57 79 96
2248,104,0,84 87 54 68 60 84 57 79 96 100
2249,80,0,87 54 68 60 84 57 79 96 100 104
2250,82,0,54 68 60 84 57 79 96 100 104 80
2251,76,0,68 60 84 57 79 96 100 104 80 82
2252,59,0,60 84 57 79 96 100 104 80 82 76
2253,69,0,84 57 79 96 100 104 80 82 76 59
2254,48,0,57 79 96 100 104 80 82 76 59 69
2255,65,0,79 96 100 104 80 82 76 59 69 48
2256,139,0,96 100 104 80 82 76 59 69 48 65
2257,108,0,100 104 80 82 76 59 69 48 65 139
2258,107,0,104 80 82 76 59 69 48 65 139 108
2259,112,0,80 82 76 59 69 48 65 139 108 107
2260,101,0,82 76 59 69 48 65 139 108 107 112
2261,64,0,76 59 69 48 65 139 108 107 112 101
2262,55,0,59 69 48 65 139 108 107 112 101 64
2263,77,0,69 48 65 139 108 107 112 101 64 55
2264,63,0,48 65 139 108 107 112 101 64 55 77
2265,69,0,65 139 108 107 112 101 64 55 77 63
2266,87,0,139 108 107 112 101 64 55 77 63 69
2267,50,0,108 107 112 101 64 55 77 63 69 87
2268,59,0,107 112 101 64 55 77 63 69 87 50
2269,43,0,112 101 64 55 77 63 69 87 50 59
2270,54,0,101 64 55 77 63 69 87 50 59 43
2271,62,0,64 55 77 63 69 87 50 59 43 54
2272,68,0,55 77 63 69 87 50 59 43 54 62
2273,65,0,77 63 69 87 50 59 43 54 62 68
2274,60,0,63 69 87 50 59 43 54 62 68 65
2275,65,0,69 87 50 59 43 54 62 68 65 60
2276,72,0,87 50 59 43 54 62 68 65 60 65
2277,75,0,50 59 43 54 62 68 65 60 65 72
2278,81,0,59 43 54 62 68 65 60 65 72 75
2279,63,0,43 54 62 68 65 60 65 72 75 81
2280,76,0,54 62 68 65 60 65 72 75 81 63
2281,52,0,62 68 65 60 65 72 75 81 63 76
2282,65,0,68 65 60 65 72 75 81 63 76 52
2283,61,0,65 60 65 72 75 81 63 76 52 65
2284,54,0,60 65 72 75 81 63 76 52 65 61
2285,82,0,65 72 75 81 63 76 52 65 61 54
2286,88,0,72 75 81 63 76 52 65 61 54 82
2287,70,0,75 81 63 76 52 65 61 54 82 88
2288,53,0,81 63 76 52 65 61 54 82 88 70
2289,60,0,63 76 52 65 61 54 82 88 70 53
2290,55,0,76 52 65 61 54 82 88 70 53 60
2291,72,0,52 65 61 54 82 88 70 53 60 55
2292,63,0,65 61 54 82 88 70 53 60 55 72
2293,68,0,61 54 82 88 70 53 60 55 72 63
2294,63,0,54 82 88 70 53 60 55 72 63 68
2295,65,0,82 88 70 53 60 55 72 63 68 63
2296,75,0,88 70 53 60 55 72 63 68 63 65
2297,66,0,70 53 60 55 72 63 68 63 65 75
2298,76,0,53 60 55 72 63 68 63 65 75 66
2299,59,0,60 55 72 63 68 63 65 75 66 76
2300,50,0,55 72 63 68 63 65 75 66 76 59
2301,87,0,72 63 68 63 65 75 66 76 59 50
2302,58,0,63 68 63 65 75 66 76 59 50 87
2303,71,0,68 63 65 75 66 76 59 50 87 58
2304,55,0,63 65 75 66 76 59 50 87 58 71
2305,47,0,65 75 66 76 59 50 87 58 71 55
2306,41,0,75 66 76 59 50 87 58 71 55 47
2307,45,0,66 76 59 50 87 58 71 55 47 41
2308,48,0,76 59 50 87 58 71 55 47 41 45
2309,60,0,59 50 87 58 71 55 47 41 45 48
2310,59,0,50 87 58 71 55 47 41 45 48 60
2311,49,0,87 58 71 55 47 41 45 48 60 59
2312,74,0,58 71 55 47 41 45 48 60 59 49
2313,62,0,71 55 47 41 45 48 60 59 49 74
2314,90,0,55 47 41 45 48 60 59 49 74 62
2315,85,0,47 41 45 48 60 59 49 74 62 90
2316,84,0,41 45 48 60 59 49 74 62 90 85
2317,112,0,45 48 60 59 49 74 62 90 85 84
2318,75,0,48 60 59 49 74 62 90 85 84 112
2319,98,0,60 59 49 74 62 90 85 84 112 75
2320,86,0,59 49 74 62 90 85 84 112 75 98
2321,80,0,49 74 62 90 85 84 112 75 98 86
2322,64,0,74 62 90 85 84 112 75 98 86 80
2323,77,0,62 90 85 84 112 75 98 86 80 64
2324,63,0,90 85 84 112 75 98 86 80 64 77
2325,49,0,85 84 112 75 98 86 80 64 77 63
2326,61,0,84 112 75 98 86 80 64 77 63 49
2327,50,0,112 75 98 86 80 64 77 63 49 61
2328,62,0,75 98 86 80 64 77 63 49 61 50
2329,40,0,98 86 80 64 77 63 49 61 50 62
2330,55,0,86 80 64 77 63 49 61 50 62 40
2331,56,0,80 64 77 63 49 61 50 62 40 55
2332,59,0,64 77 63 49 61 50 62 40 55 56
2333,55,0,77 63 49 61 50 62 40 55 56 59
2334,74,0,63 49 61 50 62 40 55 56 59 55
2335,71,0,49 61 50 62 40 55 56 59 55 74
2336,61,0,61 50 62 40 55 56 59 55 74 71
2337,65,0,50 62 40 55 56 59 55 74 71 61
2338,54,0,62 40 55 56 59 55 74 71 61 65
2339,67,0,40 55 56 59 55 74 71 61 65 54
2340,64,0,55 56 59 55 74 71 61 65 54 67
2341,59,0,56 59 55 74 71 61 65 54 67 64
2342,36,0,59 55 74 71 61 65 54 67 64 59
2343,44,0,55 74 71 61 65 54 67 64 59 36
2344,59,0,74 71 61 65 54 67 64 59 36 44
2345,67,0,71 61 65 54 67 64 59 36 44 59
2346,47,0,61 65 54 67 64 59 36 44 59 67
2347,69,0,65 54 67 64 59 36 44 59 67 47
2348,69,0,54 67 64 59 36 44 59 67 47 69
2349,88,0,67 64 59 36 44 59 67 47 69 69
2350,53,0,64 59 36 44 59 67 47 69 69 88
2351,72,0,59 36 44 59 67 47 69 69 88 53
2352,58,0,36 44 59 67 47 69 69 88 53 72
2353,40,0,44 59 67 47 69 69 88 53 72 58
2354,60,0,59 67 47 69 69 88 53 72 58 40
2355,65,0,67 47 69 69 88 53 72 58 40 60
2356,58,0,47 69 69 88 53 72 58 40 60 65
2357,66,0,69 69 88 53 72 58 40 60 65 58
2358,64,0,69 88 53 72 58 40 60 65 58 66
2359,68,0,88 53 72 58 40 60 65 58 66 64
2360,59,0,53 72 58 40 60 65 58 66 64 68
2361,69,0,72 58 40 60 65 58 66 64 68 59
2362,71,0,58 40 60 65 58 66 64 68 59 69
2363,64,0,40 60 65 58 66 64 68 59 69 71
2364,63,0,60 65 58 66 64 68 59 69 71 64
2365,63,0,65 58 66 64 68 59 69 71 64 63
2366,64,0,58 66 64 68 59 69 71 64 63 63
2367,69,0,66 64 68 59 69 71 64 63 63 64
2368,40,0,64 68 59 69 71 64 63 63 64 69
2369,30,0,68 59 69 71 64 63 63 64 69 40
2370,51,0,59 69 71 64 63 63 64 69 40 30
2371,64,0,69 71 64 63 63 64 69 40 30 51
2372,56,0,71 64 63 63 64 69 40 30 51 64
2373,43,0,64 63 63 64 69 40 30 51 64 56
2374,51,0,63 63 64 69 40 30 51 64 56 43
2375,74,0,63 64 69 40 30 51 64 56 43 51
2376,51,0,64 69 40 30 51 64 56 43 51 74
2377,48,0,69 40 30 51 64 56 43 51 74 51
2378,50,0,40 30 51 64 56 43 51 74 51 48
2379,62,0,30 51 64 56 43 51 74 51 48 50
2380,61,0,51 64 56 43 51 74 51 48 50 62
2381,46,0,64 56 43 51 74 51 48 50 62 61
2382,46,0,56 43 51 74 51 48 50 62 61 46
2383,58,0,43 51 74 51 48 50 62 61 46 46
